status,photo,photoNumber,sourceGroup,targetCategory,targetVehicleId,targetBrand,targetModel,targetVersion,targetYear,confidence,reason,unused
PROPOSITION_NON_APPLIQUEE,65768.jpg,65768,trucks,trucks,60037,MAN,TGX 18.510,TGX 18.510 Edition 37,2020,Forte pour le type poids lourd; modèle exact à confirmer,Photo de camion ou poids lourd; la cible reste dans la catégorie trucks.,
PROPOSITION_NON_APPLIQUEE,65770.jpg,65770,trucks,trucks,60076,MAN,TGX 18.510,TGX 18.510 Edition 37,2020,Forte pour le type poids lourd; modèle exact à confirmer,Photo de camion ou poids lourd; la cible reste dans la catégorie trucks.,
PROPOSITION_NON_APPLIQUEE,65771.jpg,65771,trucks,trucks,60178,MAN,TGX 18.510,TGX 18.510 Export Line 37,2020,Forte pour le type poids lourd; modèle exact à confirmer,Photo de camion ou poids lourd; la cible reste dans la catégorie trucks.,
PROPOSITION_NON_APPLIQUEE,65772.jpg,65772,trucks,trucks,60017,MAN,TGX 18.510,TGX 18.510 Edition 17,2021,Forte pour le type poids lourd; modèle exact à confirmer,Photo de camion ou poids lourd; la cible reste dans la catégorie trucks.,
PROPOSITION_NON_APPLIQUEE,65749.jpg,65749,agricultural-machinery,agricultural-machinery,240017,Branson,F50RN,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65750.jpg,65750,agricultural-machinery,agricultural-machinery,240005,Case IH,Optum 300,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65751.jpg,65751,agricultural-machinery,agricultural-machinery,240003,Claas,Axion 870,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65752.jpg,65752,agricultural-machinery,agricultural-machinery,240006,Deutz-Fahr,Agrotron 9340,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65753.jpg,65753,agricultural-machinery,agricultural-machinery,240001,Fendt,Vario 942,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65754.jpg,65754,agricultural-machinery,agricultural-machinery,240007,JCB,Fastrac 8330,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65755.jpg,65755,agricultural-machinery,agricultural-machinery,240002,John Deere,8R 410,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65758.jpg,65758,agricultural-machinery,agricultural-machinery,240018,Kioti,RX7320,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65773.jpg,65773,agricultural-machinery,agricultural-machinery,240011,Kubota,M7173,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65774.jpg,65774,agricultural-machinery,agricultural-machinery,240014,Lamborghini,Spire 100,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65775.jpg,65775,agricultural-machinery,agricultural-machinery,240012,Landini,Rex 4-120,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65776.jpg,65776,agricultural-machinery,agricultural-machinery,240009,Massey Ferguson,8S.305,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65777.jpg,65777,agricultural-machinery,agricultural-machinery,240010,McCormick,X8.680,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65778.jpg,65778,agricultural-machinery,agricultural-machinery,240004,New Holland,T7.315,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65779.jpg,65779,agricultural-machinery,agricultural-machinery,240013,Same,Virtus 140,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65782.jpg,65782,agricultural-machinery,agricultural-machinery,240019,Solis,90 N,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65783.jpg,65783,agricultural-machinery,agricultural-machinery,240016,Steyr,Terrus 6300,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65785.jpg,65785,agricultural-machinery,agricultural-machinery,240008,Valtra,S416,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65788.jpg,65788,agricultural-machinery,agricultural-machinery,240015,Zetor,Forterra 150,À confirmer,2023,Forte pour le type agricole/chantier; marque/modèle exact à confirmer,"Photo de tracteur, moissonneuse, chargeuse ou engin agricole/chantier; aucune cible routière utilisée.",
PROPOSITION_NON_APPLIQUEE,65163.jpg,65163,cars,cars,2,Volkswagen,Golf 8,1.5 TSI Life,2024,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65168.jpg,65168,cars,cars,30004,Volkswagen,Golf 8,1.5 TSI Life,2024,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65169.jpg,65169,cars,cars,120007,Volkswagen,Golf VII GTI,2.0 TSI GTI Performance Clubsport Look,2019,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65170.jpg,65170,cars,cars,90007,Volkswagen,Golf VII R,2.0 TSI R Turmeric Yellow,2018,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65172.jpg,65172,cars,cars,90002,Volkswagen,Golf VII R,2.0 TSI R Custom Neon,2019,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65176.jpg,65176,cars,cars,90003,Volkswagen,Golf VII R,2.0 TSI R Stealth Edition,2020,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65177.jpg,65177,cars,cars,90004,Volkswagen,Golf VII.5 GTI,2.0 TSI GTI Performance Nardo,2021,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65178.jpg,65178,cars,cars,90009,Volkswagen,Golf VII.5 R,2.0 TSI R Estate / Variant Olive,2020,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65179.jpg,65179,cars,cars,120006,Volkswagen,Golf VIII,1.5 eTSI R-Line DSG Urban Grey,2022,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65180.jpg,65180,cars,cars,120009,Volkswagen,Golf VIII GTI,2.0 TSI GTI Performance White Edition,2021,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65181.jpg,65181,cars,cars,90010,Volkswagen,Golf VIII GTI,2.0 TSI GTI Pure White,2022,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65182.jpg,65182,cars,cars,120008,Volkswagen,Golf VIII GTI,2.0 TSI GTI Clubsport White Pack,2022,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65183.jpg,65183,cars,cars,90006,Volkswagen,Golf VIII GTI Clubsport,2.0 TSI Clubsport Pure White,2023,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65184.jpg,65184,cars,cars,90001,Volkswagen,Golf VIII R,2.0 TSI R 4Motion DSG,2023,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65185.jpg,65185,cars,cars,90005,Volkswagen,Golf VIII R,2.0 TSI R Miami Blue,2023,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65188.jpg,65188,cars,cars,90011,Volkswagen,Golf VIII R,2.0 TSI R Midnight Black,2023,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65190.jpg,65190,cars,cars,120005,Volkswagen,Golf VIII R,2.0 TSI R Performance White Edition,2023,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65191.jpg,65191,cars,cars,90008,Volkswagen,Golf VIII R,2.0 TSI R 'Edition 333',2024,Élevée pour la famille Golf; millésime/version/individu à confirmer,Photo visuellement identifiable comme Volkswagen Golf; cible limitée aux annonces Golf.,
PROPOSITION_NON_APPLIQUEE,65192.jpg,65192,road-candidates,suvs,60233,Audi,GLE 350d,GLE 350d Export Line 92,2019,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65442.jpg,65442,road-candidates,suvs,60111,Audi,GLE 350d,GLE 350d Edition 72,2020,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65452.jpg,65452,road-candidates,suvs,60213,Audi,GLE 350d,GLE 350d Export Line 72,2020,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65454.jpg,65454,road-candidates,suvs,60193,Audi,GLE 350d,GLE 350d Export Line 52,2021,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65455.jpg,65455,road-candidates,suvs,60032,Audi,GLE 350d,GLE 350d Edition 32,2022,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65462.jpg,65462,road-candidates,suvs,60071,Audi,GLE 350d,GLE 350d Edition 32,2022,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65463.jpg,65463,road-candidates,suvs,60173,Audi,GLE 350d,GLE 350d Export Line 32,2022,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65464.jpg,65464,road-candidates,suvs,60153,Audi,GLE 350d,GLE 350d Export Line 12,2023,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65465.jpg,65465,road-candidates,suvs,30007,Audi,Q7,50 TDI Quattro S line,2021,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
PROPOSITION_NON_APPLIQUEE,65466.jpg,65466,road-candidates,suvs,60081,Audi,Q7 50 TDI,Q7 50 TDI Edition 42,2018,Catégorie routière seulement; marque/modèle à confirmer avant approbation,Photo routière candidate issue des lots cars/SUV; absence de preuve suffisante pour publier une correspondance exacte.,
