vehicle_id,brand,model,year,category,required_photo_type,status
150004,Mercedes-Benz / Setra,Setra S,2022,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150034,Mercedes-Benz / Setra,Setra S,2022,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150024,Mercedes-Benz / Setra,Setra S,2024,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150020,Mercedes-Benz / Setra,VDD Futura,2020,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150010,Mercedes-Benz / Setra,VDD Futura,2022,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150030,Mercedes-Benz / Setra,VDD Futura,2024,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150008,Mercedes-Benz / Setra,Volvo 9700,2020,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150038,Mercedes-Benz / Setra,Volvo 9700,2020,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150028,Mercedes-Benz / Setra,Volvo 9700,2022,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
150018,Mercedes-Benz / Setra,Volvo 9700,2024,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
60097,Setra,Lion's Coach R08,2020,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
30018,Setra,S 515 HD,2021,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
60169,Setra,Tourismo M,2018,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
60199,Setra,Tourismo M,2020,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
60229,Setra,Tourismo M,2022,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
60028,Setra,Travego 15 SHD,2018,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
60067,Setra,Travego 15 SHD,2018,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
60127,Setra,Travego 15 SHD,2022,Bus / autocars,"Photo d’un bus ou autocar de la même marque et du même modèle ; extérieur principal, arrière et intérieur passagers si disponible.",UNASSIGNED_NON_DESTRUCTIVE
30003,Audi,A6 Avant,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
8,Audi,Q4 e-tron,2024,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60021,BMW,Série 3,2018,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60060,BMW,Série 3,2018,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60130,BMW,Série 3,2018,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60162,BMW,Série 3,2018,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60232,BMW,Série 3,2018,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60001,BMW,Série 3,2019,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60040,BMW,Série 3,2019,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60110,BMW,Série 3,2019,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60142,BMW,Série 3,2019,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60212,BMW,Série 3,2019,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60090,BMW,Série 3,2020,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60192,BMW,Série 3,2020,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60031,BMW,Série 3,2021,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60070,BMW,Série 3,2021,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60140,BMW,Série 3,2021,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60172,BMW,Série 3,2021,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60011,BMW,Série 3,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60050,BMW,Série 3,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60120,BMW,Série 3,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60152,BMW,Série 3,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60222,BMW,Série 3,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
30002,BMW,Série 3,2023,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60100,BMW,Série 3,2023,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60202,BMW,Série 3,2023,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60080,BMW,Série 3,2024,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60182,BMW,Série 3,2024,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
6,BMW,X5 xDrive30d,2023,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
5,John Deere,5075E,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
4,Mercedes-Benz,Atego 1224,2020,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
1,Mercedes-Benz,Classe C,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
30001,Mercedes-Benz,Classe C,2022,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
7,Porsche,911 Carrera S,2021,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
3,Volkswagen,Transporter T6.1,2021,Voitures,"Photo extérieure et galerie d’une voiture de la même marque, du même modèle et de la même génération ; intérieur ou détails en complément.",UNASSIGNED_NON_DESTRUCTIVE
60227,BMW,2000CS,2020,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60167,BMW,2000CS,2023,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60207,BMW,300SL Gullwing,2021,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60147,BMW,300SL Gullwing,2024,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60125,BMW,911 Turbo 3.3,2020,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60105,BMW,911 Turbo 3.3,2021,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60085,BMW,911 Turbo 3.3,2022,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60187,BMW,911 Turbo 3.3,2022,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60026,BMW,911 Turbo 3.3,2023,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60065,BMW,911 Turbo 3.3,2023,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60006,BMW,911 Turbo 3.3,2024,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60045,BMW,911 Turbo 3.3,2024,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60197,Mercedes-Benz,2000CS,2018,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60177,Mercedes-Benz,300SL Gullwing,2019,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60095,Mercedes-Benz,911 Turbo 3.3,2018,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60036,Mercedes-Benz,911 Turbo 3.3,2019,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60075,Mercedes-Benz,911 Turbo 3.3,2019,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60016,Mercedes-Benz,911 Turbo 3.3,2020,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60055,Mercedes-Benz,911 Turbo 3.3,2020,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60157,Mercedes-Benz,911 Turbo 3.3,2020,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60135,Mercedes-Benz,911 Turbo 3.3,2023,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60115,Mercedes-Benz,911 Turbo 3.3,2024,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60217,Mercedes-Benz,911 Turbo 3.3,2024,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
30014,Mercedes-Benz,SL 500,1996,Classiques / youngtimers,"Photo de la même automobile classique/youngtimer ; carrosserie, détails distinctifs, année/génération et intérieur.",UNASSIGNED_NON_DESTRUCTIVE
60082,Audi,M4 Competition,2019,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60023,Audi,M850i,2020,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60062,Audi,M850i,2020,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60122,Audi,M850i,2024,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60102,Audi,RS5 Coupé,2018,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60204,Audi,RS5 Coupé,2018,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60184,Audi,RS5 Coupé,2019,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60164,Audi,RS5 Coupé,2020,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60003,Audi,RS5 Coupé,2021,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60042,Audi,RS5 Coupé,2021,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60144,Audi,RS5 Coupé,2021,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
180001,Audi,RS5 Coupé,2022,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60224,Audi,RS5 Coupé,2024,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60234,BMW,M4 Competition,2020,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60112,BMW,M4 Competition,2021,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60214,BMW,M4 Competition,2021,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60194,BMW,M4 Competition,2022,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
30009,BMW,M4 Competition,2023,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60174,BMW,M4 Competition,2023,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60013,BMW,M4 Competition,2024,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60052,BMW,M4 Competition,2024,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60154,BMW,M4 Competition,2024,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60092,BMW,M850i,2022,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
60132,BMW,RS5 Coupé,2020,Coupés / sportives,"Photo d’un coupé ou d’une sportive correspondant à la marque, au modèle et à la génération ; face avant, profil, arrière et habitacle.",UNASSIGNED_NON_DESTRUCTIVE
